23:50:25.256 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
23:50:30.670 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:37.272 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:39.789 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:42.358 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
23:50:42.363 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:50:42.365 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$393/1167295445
23:50:44.276 [main] INFO  c.r.s.RuoYiSystemApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
23:50:47.476 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:50.364 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 2 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:53.123 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 3 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:55.905 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 4 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:58.965 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:02.078 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 6 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:04.304 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9201"]
23:51:04.305 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:51:04.306 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.62]
23:51:04.889 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:51:05.293 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 7 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:08.402 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 8 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:11.552 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 9 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:14.604 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 10 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:17.812 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 11 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:21.118 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 12 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:24.496 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 13 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:27.974 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c47ad2c3-dbaf-4da4-aa2a-950b91f00361_config-0] Fail to connect server, after trying 14 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:51:28.580 [main] INFO  c.a.d.p.DruidDataSource - [init,998] - {dataSource-1,master} inited
23:51:28.592 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
