23:49:45.300 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
23:50:05.843 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:50:05.846 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$393/1840428176
23:50:07.759 [main] INFO  c.r.f.RuoYiFileApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
23:50:11.086 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:13.988 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 2 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:16.838 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 3 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:19.502 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 4 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:19.907 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9300"]
23:50:19.909 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:50:19.910 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.62]
23:50:20.286 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:50:22.416 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:23.330 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
23:50:24.010 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of e8102a55-c130-4030-a19d-ec0ec4a2213b
23:50:24.011 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] RpcClient init label, labels = {module=naming, source=sdk}
23:50:24.020 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
23:50:24.022 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
23:50:24.024 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
23:50:24.026 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:25.436 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 6 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:26.179 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:28.234 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
23:50:28.512 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 7 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:30.508 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Try to reconnect to a new server, server is  not appointed, will choose a random server.
23:50:30.508 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
23:50:30.511 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$393/1840428176
23:50:31.565 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 8 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:34.899 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [9388e8a3-9319-4763-8c6d-fa66faa8dc6d_config-0] Fail to connect server, after trying 9 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:35.439 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:35.775 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9300"]
23:50:36.546 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
23:50:36.546 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@5122e30a[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
23:50:36.547 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@6204ff82[Running, pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 10]
23:50:36.555 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Fail to connect server, after trying 2 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
23:50:36.814 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-9300"]
23:50:36.815 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
23:50:36.853 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-9300"]
23:50:36.871 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-9300"]
23:50:36.871 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8102a55-c130-4030-a19d-ec0ec4a2213b] Client is shutdown, stop reconnect to server
