22:46:30.223 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
22:47:01.936 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:47:01.937 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$393/634829203
22:47:02.586 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
22:47:02.794 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [bee299dd-0e8f-4c49-91b1-0a52d79eb1b5_config-0] Fail to connect server, after trying 5 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:03.300 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0
22:47:03.300 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
22:47:03.300 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$383/112159699
22:47:03.300 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$384/375977074
22:47:03.301 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
22:47:03.301 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
22:47:03.301 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:47:06.308 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:47:06.420 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [bee299dd-0e8f-4c49-91b1-0a52d79eb1b5_config-0] Fail to connect server, after trying 6 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:08.080 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Fail to connect server, after trying 1 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:09.311 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:47:10.128 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [bee299dd-0e8f-4c49-91b1-0a52d79eb1b5_config-0] Fail to connect server, after trying 7 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:11.292 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Fail to connect server, after trying 2 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:12.323 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
22:47:12.323 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:47:12.324 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c63bb4f-6953-467d-8ccb-912c7329ddac_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$393/634829203
22:47:13.939 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [bee299dd-0e8f-4c49-91b1-0a52d79eb1b5_config-0] Fail to connect server, after trying 8 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:14.609 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Fail to connect server, after trying 3 times, last try server is {serverIp = '192.168.2.11', server main port = 8848}, error = unknown
22:47:14.765 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
22:47:14.765 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@297872f8[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
22:47:14.765 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [b36f0011-e2df-4886-9276-d315dd7be76e] Client is shutdown, stop reconnect to server
22:47:14.765 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@3b6d8854[Running, pool size = 4, active threads = 0, queued tasks = 0, completed tasks = 7]
22:48:09.055 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.3.Final
22:48:10.597 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0
22:48:10.709 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 55 ms to scan 1 urls, producing 3 keys and 6 values 
22:48:10.760 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 4 keys and 9 values 
22:48:10.779 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 3 keys and 10 values 
22:48:11.033 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 248 ms to scan 208 urls, producing 0 keys and 0 values 
22:48:11.045 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 5 values 
22:48:11.060 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 7 values 
22:48:11.079 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 15 ms to scan 1 urls, producing 2 keys and 8 values 
22:48:11.325 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 242 ms to scan 208 urls, producing 0 keys and 0 values 
22:48:11.333 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
22:48:11.335 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$385/1587010134
22:48:11.336 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$386/1595206481
22:48:11.338 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
22:48:11.340 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
22:48:11.368 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:48:13.257 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Success to connect to server [192.168.2.11:8848] on start up, connectionId = 1655160346869_192.168.2.2_65342
22:48:13.259 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Notify connected event to listeners.
22:48:13.260 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:48:13.261 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$395/623626220
22:48:13.528 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStartupProfileInfo,646] - The following 1 profile is active: "dev"
22:48:20.181 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
22:48:20.535 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of c2899b4f-a5d8-4f71-8a64-67d489c2b015
22:48:20.536 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] RpcClient init label, labels = {module=naming, source=sdk}
22:48:20.543 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
22:48:20.544 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
22:48:20.546 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
22:48:20.549 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:48:20.679 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Success to connect to server [192.168.2.11:8848] on start up, connectionId = 1655160354670_192.168.2.2_65367
22:48:20.680 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Notify connected event to listeners.
22:48:20.680 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:48:20.681 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$395/623626220
22:48:21.143 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayBlockExceptionHandler,134] - [Sentinel SpringCloudGateway] register SentinelGatewayBlockExceptionHandler
22:48:21.777 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0
22:48:21.778 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
22:48:21.778 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$385/1587010134
22:48:21.778 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$386/1595206481
22:48:21.779 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
22:48:21.779 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
22:48:21.779 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Try to connect to server on start up, server: {serverIp = '192.168.2.11', server main port = 8848}
22:48:21.918 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Success to connect to server [192.168.2.11:8848] on start up, connectionId = 1655160355897_192.168.2.2_65371
22:48:21.918 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
22:48:21.918 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Notify connected event to listeners.
22:48:21.918 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$395/623626220
22:48:22.691 [nacos-grpc-client-executor-13] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Receive server push request, request = NotifySubscriberRequest, requestId = 1
22:48:22.695 [nacos-grpc-client-executor-13] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Ack server push request, request = NotifySubscriberRequest, requestId = 1
22:48:22.864 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gateway 192.168.182.1:8080 register finished
22:48:22.910 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStarted,61] - Started RuoYiGatewayApplication in 14.905 seconds (JVM running for 21.555)
22:48:22.920 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway, group=DEFAULT_GROUP
22:48:22.921 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway.yml, group=DEFAULT_GROUP
22:48:22.927 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListenersForApplications,105] - listening config: dataId=ruoyi-gateway-dev.yml, group=DEFAULT_GROUP
22:48:23.440 [nacos-grpc-client-executor-27] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Receive server push request, request = NotifySubscriberRequest, requestId = 2
22:48:23.446 [nacos-grpc-client-executor-27] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Ack server push request, request = NotifySubscriberRequest, requestId = 2
22:49:23.042 [nacos-grpc-client-executor-54] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Receive server push request, request = NotifySubscriberRequest, requestId = 4
22:49:23.042 [nacos-grpc-client-executor-54] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Ack server push request, request = NotifySubscriberRequest, requestId = 4
22:55:23.087 [nacos-grpc-client-executor-173] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Receive server push request, request = NotifySubscriberRequest, requestId = 6
22:55:23.088 [nacos-grpc-client-executor-173] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Ack server push request, request = NotifySubscriberRequest, requestId = 6
23:29:00.630 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Server healthy check fail, currentConnection = 1655160346869_192.168.2.2_65342
23:29:00.652 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Try to reconnect to a new server, server is  not appointed, will choose a random server.
23:29:01.141 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1c63dfe4-84d9-43ae-9989-d561b5a883ab_config-0] Server check success, currentServer is 192.168.2.11:8848
23:29:01.143 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c2899b4f-a5d8-4f71-8a64-67d489c2b015] Server check success, currentServer is 192.168.2.11:8848
23:29:01.252 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Success to connect a server [192.168.2.11:8848], connectionId = 1655162795178_192.168.2.2_60891
23:29:01.252 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Abandon prev connection, server is 192.168.2.11:8848, connectionId is 1655160346869_192.168.2.2_65342
23:29:01.253 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1655160346869_192.168.2.2_65342
23:29:01.256 [nacos-grpc-client-executor-526] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1655160346869_192.168.2.2_65342]Ignore complete event,isRunning:false,isAbandon=true
23:29:01.274 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Notify disconnected event to listeners
23:29:01.275 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [37d8e715-d1a3-4e34-9265-93ac23b19baf_config-0] Notify connected event to listeners.
